note,review_type,level,check,finding
programming-practices-apply-to-prompting.md,semantic-review,WARN,Completeness,"The enumeration of ""Practices we apply"" lists five items (Typing, Progressive compilation, Testing, Version control, Design for testability), but the note's title and opening claim frame this as a general transfer — ""programming practices apply to prompting."" Several standard programming practices are absent from the enumeration yet arguably transfer: abstraction/modularity (composing prompts from reusable parts), code review (reviewing prompts for ambiguity), dependency management (managing which context loads which context), refactoring (restructuring prompts without changing behavior). The note's own Open Questions section acknowledges ""Code review for prompts? Dependency injection for context? Refactoring patterns?"" — which suggests the author knows the list is incomplete. However, the note presents its five practices as ""Practices we apply"" without qualifying ""these are representative, not exhaustive."" A reader could mistake this for a claimed complete enumeration, especially since the section heading uses the definite form. Boundary case: abstraction/modularity is arguably the most fundamental programming practice and its omission is notable given the KB itself relies heavily on composable notes."
programming-practices-apply-to-prompting.md,semantic-review,WARN,Completeness,"The claim ""Indeterminism doubles the test runs"" and ""Underspecification doubles the test targets"" frames the testing burden as a clean 2x multiplier along two orthogonal axes. But the note also says ""The two phenomena compound,"" which implies the combined effect is multiplicative (4x), not additive (2x). The ""doubles"" framing in the sub-headings is individually correct for each axis, but the compounding claim means the total testing burden is not just ""doubled"" in any single sense — it is quadrupled if you take both dimensions seriously. The note states this compounding but does not reconcile it with the ""doubles"" framing, which could mislead a reader who reads the headings without the body."
programming-practices-apply-to-prompting.md,semantic-review,WARN,Grounding — domain coverage,"The note claims ""constraining is projection from an underspecified spec — the natural-language specification admits multiple valid implementations, and committing to code means choosing one interpretation."" The linked source (agentic-systems-interpret-underspecified-instructions.md) carefully distinguishes projection (spec-to-program) from compilation (semantics-preserving translation) and notes ""An LLM performs a projection: it collapses a space of valid interpretations to one concrete program."" But the source's projection model describes what the LLM does when interpreting a spec, not what the human/system does when constraining. When a developer observes a stable LLM behavior pattern and extracts it into code, they are not performing a projection from an underspecified spec — they are codifying an observed interpretation. The note collapses two different acts (LLM projecting from a spec, and developer extracting an observed pattern) under the single term ""projection."" The source does not endorse this collapse."
programming-practices-apply-to-prompting.md,semantic-review,INFO,Completeness,"The claim ""In deterministic code there's no gap between what the code says and what it does, so you only test outputs"" is a simplification. Deterministic code can have bugs where the code does not match the programmer's intent — the gap between specification and implementation exists in traditional programming too (it is just that the specification is usually informal/mental rather than written). The note's point holds at the level of execution (same input always gives same output), but the broader framing that ""you only test outputs"" elides specification testing in traditional software (e.g., requirements validation, acceptance testing). The claim is approximately right for unit testing but overstated for the full software testing practice."
programming-practices-apply-to-prompting.md,semantic-review,INFO,Grounding — vocabulary,"The note says ""the verifiability gradient maps the spectrum from prompt tweaks through evals to deterministic modules"" and links to deploy-time-learning-the-missing-middle.md. The linked source calls this ""The Verifiability Gradient"" and frames it as grades of hardening (restructured prompts, structured output schemas, prompt tests/evals, deterministic modules). The note's phrasing ""from prompt tweaks through evals to deterministic modules"" compresses four grades into three and replaces ""restructured prompts"" with ""prompt tweaks"" — a minor vocabulary mismatch that slightly shifts the meaning (a ""tweak"" suggests a small change; ""restructuring"" suggests a significant reorganization). The inference is reasonable but the attribution is not exact."
programming-practices-apply-to-prompting.md,semantic-review,INFO,Internal consistency,"The note says ""Execution indeterminism is genuinely novel; underspecification is not"" in the Hard Cases section. But the Typing and Version Control sections treat underspecification as the more interesting and difficult phenomenon — the one that requires novel practices (testing the spec itself, not just the outputs; versioning specs because regeneration is a new projection). If underspecification ""is not novel"" because legal drafting has centuries of methodology for it, then the practices addressing it should also be familiar — yet the note presents them as insights. The tension is resolvable (the practices are familiar in legal drafting but novel when applied to programming/prompting), but the note does not make this resolution explicit, leaving an apparent contradiction between ""underspecification is not novel"" and the note's own treatment of underspecification-driven practices as the more interesting contribution."
programming-practices-apply-to-prompting.md,semantic-review,INFO,Grounding — attribution,"The note says ""Agents are permanently stateless: always a newbie, always needing the skill loaded"" and links to agent-statelessness-makes-routing-architectural-not-learned.md. The source makes a more nuanced claim: ""Persistent memory across sessions would relax the statelessness assumption, but routing scales with the knowledge base itself. Even an agent that remembers where it found things last time faces a navigation problem proportional to KB size."" The source acknowledges that statelessness could be partially relaxed by persistent memory; the note's ""permanently stateless"" is stronger than what the source asserts."
programming-practices-apply-to-prompting.md,semantic-review,CLEAN,Grounding,"The note's claim that ""We assign types to documents to mark what operations they afford"" accurately reflects the linked source (instructions-are-typed-callables.md), which frames skills as typed callables with document type signatures and explicitly states ""the type determines valid operations."""
programming-practices-apply-to-prompting.md,semantic-review,CLEAN,Grounding,"The note's attribution of the text testing pyramid to automated-tests-for-text.md is accurate. The source describes ""deterministic checks at the base, LLM rubric grading in the middle, corpus compatibility at the top"" — matching the note's summary."
programming-practices-apply-to-prompting.md,semantic-review,CLEAN,Grounding,"The note's treatment of the two-phenomena distinction (semantic underspecification vs. execution indeterminism) is faithful to the source (agentic-systems-interpret-underspecified-instructions.md), which carefully separates them and notes ""indeterminism hides the deeper issue rather than revealing it."""
programming-practices-apply-to-prompting.md,semantic-review,CLEAN,Internal consistency,"The five practices section and the ""hard cases"" section are internally consistent — the practices are introduced as transfers, and the hard cases section explains how the two phenomena make each transfer more difficult in specific ways. The structure holds together."
programming-practices-apply-to-prompting.md,semantic-review,CLEAN,Internal consistency,"The note's description field accurately represents the body: ""Programming practices — typing, testing, progressive compilation, version control — apply to LLM prompting and knowledge systems, with semantic underspecification and execution indeterminism making some practices harder in distinct ways."" This faithfully captures both the transfer claim and the difficulty claim."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,WARN,Source residue,"The note claims general applicability (""the pattern"") but nearly every concrete element is from a single source: the curiosity-prompts experiment reviewing a Decapod system. References to ""constitution embedding,"" ""codification claim,"" ""cost/benefit reliably reached the target finding (2/2),"" ""Decapod finding,"" and ""six genuinely different approaches: broad curiosity, cost/benefit analysis, impossibility checking, implication tracing, adversarial assumption, and mechanistic tracing"" all come from that one experiment. The Design Constraints and Why It Works sections read more like retrospectives on the curiosity-prompts experiment than descriptions of a general methodology. The Deployments section is exclusively about curiosity-prompts outputs."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,WARN,Proportion mismatch,"The core claim is the 8-step conversion pattern (title: ""converts human insight into deployable framing""). The pattern section (steps 1-8) gets roughly 220 words. The Why It Works section, Design Constraints section, and Deployments section together get roughly 350 words, much of which re-explains the curiosity-prompts experiment rather than developing the pattern itself. Steps 6 (bonus findings) and 7 (mechanism analysis) — arguably the most intellectually distinctive parts of the pattern — get one sentence each in the pattern section, then are developed only through the curiosity-prompts lens in later sections."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,INFO,Confidence miscalibration,"""At least 2 runs per framing"" in step 4 is stated as a minimum requirement, and the Open Questions section immediately acknowledges ""2 is minimum for detecting consistency; it may be insufficient for close calls."" This is honest, but the step itself reads as prescriptive (""At least 2 runs"") when the evidence base is a single experiment that used exactly 2 runs. The note could be clearer that this threshold is empirically underexplored."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,INFO,Anthropomorphic framing,"""cognitive moves agents can reliably execute"" appears twice (steps 2 and 7). ""Cognitive moves"" is a human-cognition term. In context, the note means something like ""reasoning strategies"" or ""analysis approaches"" — which are already prompt-level constructs, not claims about agent internals. The usage is borderline: it is evocative and arguably precise enough in this context, but it could be read as claiming agents have cognition."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, or equations. The note stays in prose throughout. Clean."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,CLEAN,Orphan references,"All specific claims (2/2 score, six framings, ""constitution embedding is verbatim copying"") are traceable to the linked curiosity-prompts experiment report. No unsourced data points or numbers."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note stays within the LLM/agent domain throughout. The human reviewer's insight is explicitly framed as the oracle, not as evidence about human cognition. No cross-domain transfer without bridge."
prompt-ablation-converts-human-insight-to-deployable-framing.md,prose-review,CLEAN,Redundant restatement,"Each section opens with new material. The ""Why it works"" section introduces the oracle-strength framing and the lossiness observation — both new to that section. No restating preambles detected."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,WARN,Completeness,"The 8-step pattern (The pattern, steps 1-8) claims to be a complete methodology, but has no step for validating that the deployed framing generalizes beyond the original test case. Step 7 says ""this is what transfers beyond the specific test case,"" but the pattern itself contains no validation of that transfer. You learn which cognitive move worked on one target finding, then deploy it as a general instruction. The boundary case: a framing that reliably surfaces one class of finding (e.g., pointless complexity) but actively suppresses another class (e.g., subtle correctness errors) would score well in this pattern and deploy as a general step, creating a blind spot. The pattern has no mechanism for detecting this — ""bonus findings"" (step 6) partially address it but are not scored or weighted."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,WARN,Grounding — domain coverage,"The note claims ""The deployed framing trades depth for reliability — good enough, not equivalent"" as a general property of the conversion. But this is grounded in exactly one experiment (curiosity-prompts) with one target finding, on one system (Decapod), using one model. The experiment report itself notes cost/benefit scored 2/2, which is the minimum run count the note recommends. The note presents a single data point's outcome as a general characterization of the pattern's output. The note's own open questions section acknowledges ""2 is minimum for detecting consistency; it may be insufficient for close calls"" — yet the ""Why it works"" section draws confident conclusions from exactly that minimum."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,WARN,Grounding — scope mismatch,"The note states ""Four of six converged on 'does it work?'"" (Design constraints section), but the experiment report is more precise: it says impossibility, implications, adversarial, and mechanistic converged on that question — however, adversarial scored Partial/Partial, meaning it did NOT simply verify and move on. The adversarial framing found the OVERRIDE.md escape hatch and proof self-attestation, which are genuine findings beyond ""does it work?"" Collapsing adversarial into the ""converged on does it work?"" group mischaracterizes the experiment's own findings to strengthen the rhetorical point about needing different cognitive moves."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,INFO,Completeness — boundary case,"The pattern assumes a binary outcome: there is a winning framing, or there isn't. Boundary case: what happens when two framings score equally well but via different mechanisms (e.g., both hit Yes but one through cost/benefit reasoning and the other through mechanistic tracing)? Step 7 says ""analyze mechanisms, not just scores,"" which partially addresses this, but step 8 says ""the winning framing (or combination) becomes a step."" The parenthetical ""(or combination)"" does significant work but gets no methodological guidance. The experiment report's actual recommendation was indeed a combination (curiosity + cost/benefit + oracle-strength), suggesting this case is common, not exceptional."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,INFO,Grounding — vocabulary,"The note uses ""ablation"" in its title and introduction: ""'Ablation' because only the framing varies — input, tools, and model are held constant."" In experimental methodology, ablation typically means *removing* components to test their contribution (ablation study = what breaks when you remove X?). This pattern is closer to a controlled variation or A/B test — it adds/substitutes different framings, it does not remove components from a working system. The analogy is suggestive but technically imprecise. The note does explain its usage, so this is naming, not a substantive error."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,INFO,Grounding — deployment claims,"The note says the curiosity-prompts experiment produced the ""Curiosity Pass"" in the related-system template and links to `kb/notes/types/related-system.md`. The template does contain a ""Curiosity Pass"" section with the three-layer structure described. However, the note also says both deployments ""include the oracle-strength question ('what could this achieve even if it works perfectly?') despite inconsistent agent performance."" The experiment report's conclusion #5 states this question is ""the most powerful but hardest to prompt for"" and that ""whether agents can be prompted to ask this systematically remains an open question."" Including a question that agents inconsistently execute in a deployed template is a defensible design choice (the note explains the rationale), but the word ""despite"" underplays the tension — the experiment's evidence for this question's value comes from the *human* reviewer, not from agent runs where it mostly did not fire."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,INFO,Internal consistency,"The note characterizes the human finding as ""oracle-strength but not reusable"" (opening paragraph). The ""Why it works"" section then says ""The experiment uses the human's finding as a hard oracle."" These use ""oracle"" in different senses: the first means ""the human's reasoning quality is oracle-level"" (a competence claim), the second means ""the finding serves as a ground truth for scoring"" (a methodological role). Both uses are defensible and the oracle-strength-spectrum note does support the distinction between oracle as verification quality and oracle as scoring criterion. But the two senses are close enough to cause confusion on a quick read."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,INFO,Completeness — boundary case,"The open questions section asks whether synthetic targets can substitute for human-discovered findings and warns they ""risk testing for the wrong thing — a planted flaw is obvious by construction."" Boundary case: what about targets discovered by a *different* agent or model, rather than by a human? This sits between ""human-discovered"" and ""synthetic"" — it is a genuine miss found by a capable system but not by the specific system being tested. The note's framing assumes the oracle source is either human or synthetic, but the more relevant dimension may be whether the target represents a *natural* miss versus a *constructed* one."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,CLEAN,Internal consistency,"The 8-step pattern is internally consistent. Each step follows logically from the previous one, and the design constraints section reinforces rather than contradicts the pattern. The ""Why it works"" section provides a coherent rationale that aligns with the pattern's structure."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,CLEAN,Grounding — oracle-strength-spectrum,"The note's central framing — using a known finding as a hard oracle to evaluate which soft question (framing) works — accurately reflects the oracle-strength-spectrum note's definitions. Hard oracle = exact, cheap, deterministic check; the known finding serves exactly this role. Soft oracle = proxy that correlates but is not the real thing; ""which framing works"" is indeed a soft question. The attribution is sound."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,CLEAN,Grounding — experiment report,"The note's empirical claims about the curiosity-prompts experiment (cost/benefit scored 2/2, curiosity scored 1.5/2, six framings tested, mechanism analysis showing ""does it work?"" vs ""what can it achieve?"" distinction) accurately reflect the experiment report's data and analysis. The scores, framing names, and structural conclusions match."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,CLEAN,Grounding — unit testing link,"The note's claim that prompt ablation and unit testing of LLM instructions ""both test instructions against known expectations, using different mechanisms"" accurately characterizes the relationship. The unit-testing note tests skill behavior via mock tool boundaries; this note tests prompt framings via known findings. Both use known-correct targets as oracles. The ""complements"" relationship is well-grounded."
prompt-ablation-converts-human-insight-to-deployable-framing.md,semantic-review,CLEAN,Internal consistency — open questions,"The open questions section honestly acknowledges the pattern's limitations (run count sufficiency, synthetic targets, extension beyond review framings) without contradicting the body's claims. The body presents the pattern as useful; the open questions identify where it is untested. No tension between these."
quality-signals-for-kb-evaluation.md,prose-review,WARN,Confidence miscalibration,"The opening paragraph and frontmatter correctly signal ""speculative"" / ""Brainstorming,"" but several passages later in the note assert as if established. ""If links decrease, the split broke something"" (metamorphic relations) and ""This is qualitatively different from having too few links — it's worse than no linking infrastructure"" (credibility erosion) are stated as facts, not proposals. These are the note's own constructions — no source is cited for the split invariant behavior or the ""worse than nothing"" claim about credibility erosion. The speculative framing set up front doesn't carry through to these later sections."
quality-signals-for-kb-evaluation.md,prose-review,WARN,Proportion mismatch,"The core claim is that many weak signals combined might manufacture a usable soft oracle. The section that directly addresses this — ""The 'many weak signals' hypothesis"" — is only one short paragraph plus a testability note (roughly 80 words). By contrast, ""Neighborhood evaluation"" (~250 words), ""LLM critique of individual notes"" (~250 words), ""Agent-centric signals"" (~200 words), and ""Credibility erosion"" (~180 words) each receive substantially more development. The hypothesis that makes the note cohere is the thinnest section."
quality-signals-for-kb-evaluation.md,prose-review,WARN,Unbridged cross-domain evidence,"""This is the same move as ensemble methods in ML: individual weak learners combined into a strong one."" The analogy to ensemble methods is presented as direct equivalence (""the same move"") but the bridge is missing. In ML ensembles, the weak learners share a common loss function and the combination has formal guarantees (e.g., boosting reduces bias). Here, the signals don't share a common objective function and there's no formal combination mechanism proposed. The analogy is suggestive but the ""same move"" framing overstates how much transfers."
quality-signals-for-kb-evaluation.md,prose-review,INFO,Source residue,"The AlphaGo analogy in the opening paragraph (""AlphaGo works because the game has a perfect verifier"") comes from game-playing AI but the note is about KB evaluation. The analogy is partially bridged — the note explains what it takes from the comparison (perfect vs imperfect verifiers). However, the verb ""works"" is doing a lot: AlphaGo ""works"" in the sense of achieving superhuman play, which is a much stronger claim than ""a KB learning loop can run."" The residue is mild because the analogy is framed as an analogy, but ""works because"" imports more certainty from the game domain than the KB domain can support."
quality-signals-for-kb-evaluation.md,prose-review,INFO,Redundant restatement,"The ""What could drive a learning loop"" section opens by re-explaining the composite signal concept (""If the composite signal is good enough, the boiling cauldron from [the KB learning loop] could work"") before listing its actual contribution (the four-step mutation loop). The restatement is brief enough that it functions as a transition, but the phrase ""the boiling cauldron"" references terminology from another note without re-explaining it, so the sentence serves neither as standalone setup nor as efficient transition."
quality-signals-for-kb-evaluation.md,prose-review,INFO,Pseudo-formalism,"The note uses formal-sounding terminology from graph theory (cluster coefficient, betweenness centrality, PageRank, eigenvector centrality) in the ""Graph topology"" section. These terms are used accurately and do reference real computable measures, so they are not decorative. However, the note doesn't specify how they'd be computed on a KB graph (directed? weighted? what are the nodes and edges exactly?), so the precision is at the vocabulary level rather than the operational level. This is borderline — the terms add meaning but could create a false sense of measurability."
quality-signals-for-kb-evaluation.md,prose-review,CLEAN,Orphan references,"No unsourced specific numbers, percentages, or named studies appear. The description length thresholds (""< 50 chars,"" ""> 200 chars"") in the content quality proxies section are clearly framed as heuristic cutoffs (""too short... likely uninformative""), not empirical claims. The note avoids specific empirical assertions throughout."
quality-signals-for-kb-evaluation.md,prose-review,CLEAN,Anthropomorphic framing,"The note discusses ""agents"" extensively but in the context of actual software agents navigating a knowledge base, not as metaphors for LLM cognition. Language like ""the agent learns to discount all links"" in the credibility erosion section could be read as anthropomorphic, but in context it describes an observable behavioral pattern (reduced link-following rate), not an internal mental state. The LLM-related language (""ask the LLM to critique,"" ""LLM judgment"") is appropriately instrumental."
quality-signals-for-kb-evaluation.md,semantic-review,WARN,Internal consistency,"The ""What could drive a learning loop"" section claims ""This doesn't require usage data — it runs on structure alone,"" but the later ""Agent-centric signals"" section introduces signals that require an agent in the loop, not just structural measurement. The claim's scope is ambiguous — it could refer to just static + metamorphic signals, but it reads as covering the entire proposal."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Completeness,"Temporal/historical signals (edit frequency, velocity of link creation, time-to-first-link) are static and measurable but don't map cleanly to the three sub-categories of graph topology, content quality proxies, or structural health."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Completeness,"Tag vocabulary consistency (synonym proliferation, co-occurrence patterns) is absent from content quality proxies."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Completeness,"Merge invariant — the natural dual of the split invariant — is absent from the metamorphic relations, despite merge being a boiling cauldron operation."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Completeness,"The LLM critique calibration strategies omit anchoring against a ground-truth labeled sample, which is the most direct calibration method."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Completeness,Context cost (total tokens loaded per traversal) is distinct from hop cost (link count) as a navigability signal but is not separately enumerated.
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Completeness,"False articulations (links where the stated relationship is wrong, not just missing) are not clearly covered by either the structural or neighborhood evaluation complementarity lists."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Grounding,"A-MEM is cited as showing that ""link structure is unusable for reasoning,"" but A-MEM's evaluation never tests navigability — the unusability is the note's inference from A-MEM's untyped link design, not a measured finding."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Grounding,"Neighborhood evaluation is mapped to ""Level B (LLM rubric grading)"" from the text testing framework, but the practice described is more open-ended than Level B's structured rubric format."
quality-signals-for-kb-evaluation.md,semantic-review,INFO,Internal consistency,"The description omits the agent-centric signals and credibility erosion sections, underrepresenting the note's scope."
quality-signals-for-kb-evaluation.md,semantic-review,CLEAN,Grounding,The Agentic Note-Taking source attribution for credibility erosion is accurate — the source describes exactly the dynamic the note claims.
quality-signals-for-kb-evaluation.md,semantic-review,CLEAN,Grounding,"The oracle-strength-spectrum framing is accurately applied — combining weak signals as oracle hardening is consistent with the source's ""harden the oracle"" engineering move."
quality-signals-for-kb-evaluation.md,semantic-review,CLEAN,Grounding,The spec-mining analogy for metamorphic relations holds — both extract deterministic checks from observed patterns.
quality-signals-for-kb-evaluation.md,semantic-review,CLEAN,Grounding,"The note's domain stays within its grounding sources' territory; extensions (ensemble-method analogy, agent-centric signals) are clearly the note's own contributions."
quality-signals-for-kb-evaluation.md,semantic-review,CLEAN,Internal consistency,The Goodhart risk discussion in Open Questions is consistent with and generalizes the Credibility Erosion section — the note is self-aware about its own proposed signals being vulnerable to the same corruption it diagnoses.
quality-signals-for-kb-evaluation.md,semantic-review,CLEAN,Internal consistency,"The term ""signal"" is used consistently throughout without definition drift."
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,WARN,Confidence miscalibration,"The four-way mapping between reliability dimensions and oracle questions is the note's own construction — it synthesizes Rabanser et al.'s dimensions with the oracle-strength spectrum. However, the table presents this mapping with full assertive authority (""Converts interactive oracle to hard oracle via repetition,"" ""This is the only dimension that's already a hard oracle by design""). The mapping is plausible but it is the note's interpretive contribution, not something established in either source. The claim that safety ""is the only dimension that's already a hard oracle by design: either the failure is bounded or it isn't"" is particularly strong — safety bounds can be partial, probabilistic, or context-dependent, making this a proposed binary where a spectrum may exist."
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,WARN,Proportion mismatch,"The core claim is the mapping itself (title: ""Reliability dimensions map to oracle-hardening stages""), but the table that carries this claim gets no prose development — each mapping is compressed into a single sentence in the ""Hardening move"" column. Meanwhile, ""The predictability gap"" section (lines 33-36) receives two full paragraphs of development and introduces the augmentation/automation boundary, which is arguably a separate claim (and indeed has been extracted into its own note). The load-bearing content is thinner than the downstream implication."
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,INFO,Pseudo-formalism,"The ""90%-accurate agent"" in line 36 is a specific number used illustratively. It is not presented as formal notation, but it sits in a passage making a general point about the augmentation/automation boundary. The number isn't derived or sourced — it's a round-number example. This is borderline: it reads naturally as illustration, but a reader could mistake it for an empirical threshold."
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,INFO,Anthropomorphic framing,"""requires the model to know *what it doesn't know*"" (line 34) attributes epistemic self-awareness to the model. This is a deliberate framing choice (italicized for emphasis) and the surrounding context makes the technical meaning clear (discrimination at the per-instance level), but ""know what it doesn't know"" carries connotations of metacognitive awareness that go beyond calibration/discrimination."
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,CLEAN,Source residue,The note's claimed generality level is the intersection of two frameworks (oracle-strength and reliability dimensions) applied to agent evaluation. The vocabulary throughout stays within this domain. The Towers of Hanoi reference (line 24) is explicitly framed as an example of MAKER's approach and does not leak as unexplained domain-specific residue. No narrower domain framing leaks through without being identified as illustrative.
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,CLEAN,Orphan references,"""18 months of model releases"" (line 24) is an empirical claim, but it is attributed to context (""The empirical finding that capability gains have outpaced reliability gains"") that traces to the Rabanser et al. source, which is cited. The ""80%"" in line 17 is used illustratively within a conditional (""If the system says 80%...""), not as an empirical claim. The ""90%"" in line 36 is flagged under INFO above. No unattributed specific data points."
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note stays within the AI agent evaluation domain throughout. The two main sources (Rabanser et al. reliability framework, MAKER) are both from the same domain as the note's claims. No cross-domain transfer occurs without bridging."
reliability-dimensions-map-to-oracle-hardening-stages.md,prose-review,CLEAN,Redundant restatement,"Each section opens with new content. ""Why this mapping matters"" builds on the table rather than restating it. ""Connection to spec mining"" introduces a new operational mechanism. ""The predictability gap"" introduces a new dimension-specific analysis. No section opens by re-explaining what a prior section established."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,WARN,Completeness — Consistency oracle classification,"The table says consistency ""converts interactive oracle to hard oracle via repetition."" In the oracle-strength spectrum note, an interactive oracle is defined as one where ""you can ask for feedback"" (user edits, thumbs up/down, preference pairs). Repetition of the same task and checking same-input/same-output is not asking for feedback — it is closer to manufacturing a hard oracle from a stochastic process. The ""interactive"" label for the starting oracle is a stretch; the starting point is better described as ""no oracle"" or ""soft oracle"" (you don't know whether a single run's output is correct without running it again). The mapping elides what the pre-hardening state actually is."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,WARN,"Completeness — Safety as ""already a hard oracle by design""","The note claims safety ""is the only dimension that's already a hard oracle by design: either the failure is bounded or it isn't."" But Rabanser et al. define safety via compliance (S_comp) and harm severity (S_harm), computed using LLM-based judging. The source explicitly acknowledges this introduces ""its own reliability concerns"" (Section 6, Limitations). Furthermore, harm severity uses a graded scale (low = 0.25, medium = 0.5, high = 1.0) — this is a continuous score, not a binary gate. The note's characterization (""a gate, not a gradient"") contradicts the source's operationalization, which is a weighted product of violation probability and expected severity, i.e., a gradient."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,WARN,Grounding — MAKER and consistency,"The note says MAKER ""demonstrates what happens when you take this seriously for consistency."" But MAKER does not address consistency as Rabanser et al. define it (same input, same output across runs). MAKER addresses correctness — achieving zero errors across a million steps. The MAKER system itself is stochastic (temperature > 0, voting across samples) and its consistency across runs is not evaluated. The note silently shifts ""consistency"" from the Rabanser definition (repeatability) to a different sense (reliable correctness through voting). This vocabulary mismatch risks readers thinking MAKER demonstrates Rabanser-consistency when it demonstrates correctness via error correction."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,WARN,"Grounding — Discrimination ""stagnant""","The note says ""The paper finds calibration improving but discrimination stagnant."" Rabanser et al. actually report a more nuanced finding: ""discrimination trends diverge across benchmarks: on tau-bench it has generally improved in recent models, whereas on GAIA it has in fact mostly worsened."" Calling this ""stagnant"" collapses a divergent finding (improved on one benchmark, worsened on another) into a single characterization. ""Stagnant"" understates the GAIA worsening and erases the tau-bench improvement."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,INFO,Completeness — Boundary case: overlapping dimensions,"Several boundary cases sit between dimensions. For example, a model that gives different answers to semantically identical questions (the NYC chatbot case from Rabanser Table 3) is classified under both consistency (C_out) and predictability (P_cal). The note's table presents the four dimensions as mapping to ""distinct"" oracle questions, but in practice the same failure can implicate multiple dimensions. The note's framing of ""each dimension is a separate oracle that can be hardened independently"" may overstate the independence."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,INFO,Completeness — Boundary case: hardening without moving on the oracle spectrum,"The note frames each dimension as a ""hardening move"" that converts weaker oracles to stronger ones. But some of Rabanser's robustness sub-metrics (fault robustness, environment robustness) already show ""ceiling effects — most models handle these perturbations well"" (Section 4.2). If they are already at ceiling, these are already hardened — the interesting engineering question is prompt robustness, which the note does not single out despite Rabanser identifying it as ""a key differentiator."""
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,INFO,"Grounding — ""the oracle-strength prediction confirmed at scale""","The note calls the Rabanser finding about capability outpacing reliability ""the oracle-strength prediction confirmed at scale."" The oracle-strength spectrum note itself hedges this: ""If this pattern holds broadly — and it may not, since such findings are sensitive to the specific models and benchmarks used."" The reviewed note drops that hedge entirely and presents the finding as confirmation, not suggestive evidence."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,INFO,"Internal consistency — ""a gate, not a gradient"" vs. elsewhere","The note describes safety as ""a gate, not a gradient"" and ""a hard constraint"" but the preceding three rows treat their dimensions as gradients that move along the oracle spectrum. This categorical difference (binary vs. continuous) is not acknowledged as breaking the parallel structure of the mapping. The note's title claims dimensions ""map to oracle-hardening stages"" (implying movement along a spectrum), but safety is then excluded from this pattern."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,CLEAN,Internal consistency — Title claim and body,"The title claim (""reliability dimensions map to oracle-hardening stages"") is consistently supported throughout. The table maps each dimension to an oracle question and hardening move. The body sections develop implications of this mapping. No section contradicts the central framing."
reliability-dimensions-map-to-oracle-hardening-stages.md,semantic-review,CLEAN,Grounding — Rabanser four dimensions,"The note correctly identifies the four dimensions from Rabanser et al. (consistency, robustness, predictability, safety) and their definitions are faithful to the source. The characterization that these dimensions are ""independent of raw capability"" matches the source's Section 2 (""all four dimensions are independent of raw capability"")."
