id	batch	pass	literal_use	explanation_cf	operation_cf	prerequisite	neither	class	confidence	justification
F098	2	C	yes — the body explicitly calls synthesis an instance of the automation-verification boundary	yes — rejecting verification cost as the boundary reopens why synthesis generation stalls before autonomy	no — no verifier implementation from the target is used	no — it is a general explanatory principle	no	EX	high	The general verification-boundary principle explains why easy candidate generation does not yield automated synthesis.
F099	3	A	yes — "the stale-indexes failure"	yes — rejecting fallback suppression would reopen the checked-or-absent asymmetry	no — the target is not the validator that re-derives the copy	no — it explains the catastrophic false-copy side rather than merely enabling enforcement	no	EX	high	The target explains why a trusted stale copy is worse than omission: it suppresses the live lookup that could recover truth.
F099	3	B	yes — the source calls trusted stale copies the stale-index failure in its sharpest form	yes — rejecting the fallback-suppression asymmetry reopens why unchecked copies are forbidden rather than merely risky	no — the target is not the validator or copy-maintenance path	no	no	EX	high	The target explains the asymmetric harm that motivates the checked-or-absent rule.
F099	3	C	yes — the stale-index suppression asymmetry is explicitly said to force the checked-or-absent rule	yes — rejecting that asymmetry would reopen the rule's central risk argument	no — no index implementation is coupled	no — it explains why a false copy is worse than recomputation	no	EX	high	Stale-index behavior explains the silent unbounded downside that makes unchecked trusted copies forbidden.
F100	4	A	yes — source uses the target to qualify why distributed-parametric form is hardest to inspect	yes — revising the scale-threshold account would reopen the claimed compounding of opacity and hosted-substrate risk	no — no inspection component or operational path is supplied	yes — the representation must cross the practical inspection threshold for the compounded risk	no — the target explains the opacity contribution	EX	high	The target explains why distributed-parametric artifacts become practically opaque earlier even though opacity is not categorical.
F100	4	B	yes — the scale-threshold account is used to characterize inspection difficulty	yes — revising that account reopens why form and hosting compound sovereignty risk	no — no inspection tool or control path from the target is operated	no — opacity is the explained risk property, not a prerequisite	no	EX	high	The target explains why distributed-parametric state becomes hard to inspect early while even readable forms can cross an opacity threshold at scale.
F100	4	C	yes — the target qualifies inspectability inline and is cited in the footer	yes — revising the scale-threshold account reopens why some forms become practically uninspectable	no — no inspection component or control path is supplied	yes — practical opacity requires crossing the tooling-relative scale threshold	no — an explanatory relation is present	EX	high	The target explains why distributed-parametric form reaches practical opacity early and compounds hosted sovereignty risk.
F101	1	A	no — the oracle spectrum characterizes the result of mining but does not mine a spec	yes — rejecting the hard-to-soft verification gradient would reopen how mined rules strengthen checking	no — mining interfaces can stay unchanged while the framework is revised	no — it is explanatory rather than a required prior oracle	no	EX	high	Oracle strength explains spec mining's effect as movement from judgment-heavy checks toward deterministic verification targets.
F101	1	B	no — the spectrum explains verification strength rather than executing a mined check	yes — rejecting the hardening gradient would reopen why mined specs convert blurry judgments into harder targets	no — no particular verifier interface is fixed by the spectrum	no — spec mining can run without the framework being present	no	EX	high	The target explains the effect of spec mining as movement toward cheaper, more reliable correctness discrimination.
F101	1	C	no — the oracle-strength gradient is not itself the miner or checker that executes	yes — rejecting the hard-versus-soft verification gradient would reopen why extracted deterministic rules turn blurry behavior into harder verification targets	no — the target supplies no concrete mining interface	no — it explains the verification effect rather than standing as a separate requirement	no	EX	high	Oracle hardening is the general account of what spec mining accomplishes when it turns observed regularities into checks.
F102	2	A	yes — security is framed as the authority-plus-lineage conjunction	yes — rejecting that conjunction reopens the authorization-history account	no — the four-field record is not the channel that confers force	no — it is a diagnostic principle rather than a required resource	no	EX	medium	The target supplies the general security account that the source refines into authorization bound to exact content and use.
F102	2	B	yes — rollback is identified as a sovereignty capability	no — the channel-bypass mechanism survives rejection of the three-risk framing	no — the four-field record is not in the consumption control path	no	specialization of a broader risk framework	OTHER	high	The source develops one security boundary and borrows rollback vocabulary from the triad; the triad does not cause that boundary.
F102	2	C	yes — the body uses authority-plus-lineage risk and invokes rollback as a sovereignty capability	no — the triad does not explain the authorization bypass developed by the source	no — the four-field record is not the consumption control path	no — the boundary exists without the taxonomy	broader risk taxonomy and terminology source	OTHER	high	The target supplies the larger security and sovereignty framing that the source specializes into an authorization-to-force boundary.
F103	3	A	yes — "That is the general shape of codification"	no — the opposite persistence economics are unchanged if this technical category is rejected	no — the definition does not perform promotion or testing	no — durable strategy reuse does not require the term codification	classification — promoting a verified selection fragment into symbolic library code instantiates codification	OTHER	high	The target supplies the formal category for the proposed promotion, not its cause, control path, or prerequisite.
F103	3	B	yes — the source calls promotion of a verified select fragment to library code codification	no — the persistence-economics and cache argument survives rejection of that label	no — the target definition is not an interface or promotion pipeline	no	terminological analogy between hardening and codification	OTHER	high	The fragment is symbolic Python before and after promotion, so the move does not instantiate the target's natural-language-to-symbolic crossing.
F103	3	C	yes — promotion of a tested selection fragment is explicitly called the general shape of codification	no — the persistence-economics argument survives rejection or renaming of the codification definition	no — no codification interface or execution path is depended upon	no — codification is a classification of promotion, not a prerequisite	yes — definitional instantiation of codification	OTHER	high	The target types the proposed promotion step but does not explain the opposite reuse value of state and strategy.
F104	4	A	yes — source's RLM side literally generates, executes, and discards task-local code	no — the comparison relies on the discard path directly rather than a separable theory of it	yes — changing discard to persistence adds reuse, approval, testing, and lifecycle behavior	yes — the per-task artifact must be discarded for RLM to occupy the non-accumulating boundary	no — a concrete lifecycle process is present	OP	high	Ephemeral generate-execute-discard is the operational path that gives RLM simplicity while preventing cross-run accumulation.
F104	4	B	yes — the task-local persistence boundary is interpreted through the ephemerality account	yes — revising discard-versus-retain consequences reopens why RLM avoids governance but cannot accumulate	no — the target is a general persistence principle, not the RLM execution component	no — ephemerality is the explained placement rather than an input condition	no	EX	high	The target explains how discarding generated orchestration removes lifecycle burden and simultaneously prevents cross-run learning.
F104	4	C	yes — the comparison and footer use the ephemerality account	yes — revising the discard-to-nonaccumulation account reopens the claimed tradeoff	yes — generate, execute, and discard is the lifecycle path that prevents reuse across runs	no — ephemerality is the operative lifecycle rather than an external condition	no — a direct operational relation is present	OP	high	Discarding task-local code is the literal process that separates RLM's nonaccumulating boundary from Tendril's persistence.
F105	1	A	no — the verification-boundary principle does not execute the proposal-selection loop	yes — rejecting verification as the automation limit would reopen why evaluator errors become the bounded permanent errors	no — current search and evaluation components could remain unchanged	no — it supplies the causal account rather than the actual oracle	no	EX	high	The target explains why automating evaluation is constrained by discriminative verification while automating generation mainly increases review load.
F105	1	B	no — the target states the structural automation principle rather than filtering a candidate	yes — rejecting verification as the boundary would reopen why evaluation errors become the limiting risk	no — no evaluator implementation is specified by the target	no — the source loop can exist even when its evaluation remains manual	no	EX	high	The target explains why automating evaluation is bounded by oracle quality whereas automating search mainly spends evaluation capacity.
F105	1	C	no — the automation-boundary claim is not a filter executed inside the proposal-selection loop	yes — rejecting verification cost as the automation boundary would reopen why evaluation automation is correctness-bounded rather than merely throughput-bounded	no — no concrete evaluator or retention interface is specified	no — the target explains the bound rather than serving only as an available condition	no	EX	high	The target explains why a weak evaluator cannot safely be automated in the way candidate generation can.
F106	2	A	yes — high apparent correctness is insufficient without per-instance discrimination	yes — rejecting that principle reopens why answer reconstruction cannot verify a reasoning path	no — the target does not implement route inspection	no — it explains evaluator failure rather than enabling review	no	EX	high	The discrimination account explains why a reviewer can look accurate while accepting invalid reasoning instances.
F106	2	B	yes — high apparent correctness can coexist with poor per-instance discrimination	yes — rejecting the discrimination boundary reopens why conclusion agreement cannot authorize automated review	no — no target interface is used	no	no	EX	medium	The target explains the authority consequence of the production-evaluation gap: apparent accuracy cannot replace discrimination over invalid routes.
F106	2	C	yes — the body says high apparent correctness can coexist with poor discrimination over invalid arguments	yes — rejecting the accuracy-discrimination distinction weakens the account of why good production does not imply good evaluation	no — no automation gate is the source's operating mechanism	no — it is explanatory grounding	no	EX	medium	The target recasts answer production as aggregate success and reasoning evaluation as per-instance discrimination, explaining their separation.
F107	3	A	yes — "you still have to say where the rule stops"	no — the process-versus-outcome oracle distinction stands without the target's broader memory policy	no — the target does not run either verifier	yes — a statable applicability boundary is additionally required before a checked episode can become a transferable rule	no	EN	high	The target supplies the necessary boundary condition that process verification alone does not produce.
F107	3	B	yes — process verification still does not produce a statable boundary and the rule must say where it stops	no — the process-versus-outcome distinction survives rejection of the boundary criterion	no — the target is not the checking path	yes — abstraction into a transferable rule additionally requires a statable applicability boundary	no	EN	high	The target supplies a separate necessary condition for rule abstraction after process verification, not its explanation or operation.
F107	3	C	yes — the source invokes concrete replayable demonstrations and says a statable boundary is still required	no — the outcome-versus-process distinction remains if the boundary rule is rejected	no — the source does not execute through the target's decision procedure	yes — a boundary must additionally be stated before a verified process can become a trustworthy transferable rule	no	EN	high	Boundary-statability is an independent necessary condition beyond process verification for abstraction into a reusable lesson.
F108	4	A	yes — source's specification phase converts observed failures into reusable evaluators	no — it consumes the mining workflow rather than only an explanation of it	yes — changing observation, extraction, calibration, or verifier output changes the optimization pipeline	yes — verifier construction must be completed before safe automated generalization	no — a concrete process produces the needed evaluators	OP	high	Spec mining is the operational workflow that turns comprehension evidence into the checks used by later automation.
F108	4	B	yes — observed failures are converted into reusable evaluators through the target workflow	no — the target is the verifier-construction process rather than the reason comprehension must precede it	yes — changing observation, extraction, or calibration changes what the optimization loop can verify	no — it is the construction path, not an external state	no	OP	high	Spec mining literally implements the specification phase by extracting deterministic checks from understood failure patterns.
F108	4	C	yes — the specification phase and footer invoke spec mining	no — the source's phase-gate rationale is independently stated	yes — observing failures and extracting calibrated deterministic verifiers is the concrete specification workflow	no — the workflow contains its own observation step rather than depending on a separate condition artifact	no — a direct operational relation is present	OP	high	Spec mining is the process that turns comprehension-stage observations into reusable evaluators.
F109	1	A	yes — the four lenses are applied to decide whether a sub-objective belongs in code or an LLM call	no — the four inherited constraints can prune objectives even if another decision procedure is used	yes — changing the heuristics changes representation and enforcement choices	no — this is the decision rule used inside the engineering process	no	OP	high	Codify-versus-LLM heuristics are an operational lever for exercising the codification option within the source's pruned objective space.
F109	1	B	yes — the four lenses and checklist are applied to decide whether an objective subproblem moves into code	no — the four-constraint argument survives a different codification decision procedure	yes — changing the heuristics changes representational-form and enforcement choices	no — objective choice remains possible without this particular checklist	no	OP	high	The target is an operational decision rule for exercising the codification option inside the source's technically pruned objective space.
F109	1	C	yes — designers apply the four lenses and checklist when deciding whether a sub-objective moves into code or remains with an LLM	no — the broader claim that technical constraints prune objective choice survives this particular decision aid	yes — changing the heuristics changes codification choices and therefore enforcement and review fit	no — this is an operational decision rule within the design space	no	OP	high	The target is the concrete decision procedure used to exercise the source's codification lever.
F110	2	A	yes — prose argument has no automatic oracle, so a human judge substitutes	yes — rejecting the verification boundary reopens why judgment cannot be delegated	no — the target is not the adversarial loop's review path	no — it explains the need for the human rather than merely requiring an artifact	no	EX	high	The target explains why the missing prose verifier has to be reconstructed through human judgment.
F110	2	B	yes — the human must remain the judge where prose has no automatic oracle	yes — rejecting verification as the automation boundary reopens why the filter must stay human-authoritative	no — the target is not a component of the adversarial loop	no	no	EX	high	The verification-boundary principle explains why an oracle-poor prose workflow needs a human judge to reconstruct the filter.
F110	2	C	yes — human judgment is made load-bearing because prose lacks an automatic verifier	yes — rejecting the verification boundary would reopen why the filter must remain human-judged	no — the target does not operate the adversarial loop	no — it is explanatory grounding	no	EX	high	The lack of a cheap prose oracle explains why the reconstructed filter cannot safely delegate final judgment.
F111	3	A	yes — "shared callable interfaces may support that coverage"	no — rejecting unified-call refactoring does not reopen the graded-coverage theory	yes — changing name dispatch or the common callable interface changes the claimed neural-symbolic mapping	no — reflective coverage can be achieved through other mappings	no	OP	high	The target supplies a concrete interface-level transfer path across neural and symbolic implementations while leaving authority and lineage separate.
F111	3	B	yes — shared callable interfaces may support coverage and the target supplies one interface-level mapping	no — unified dispatch does not explain why reflective coverage is graded	yes — changing name-based hybrid dispatch requires reviewing whether it still supplies the claimed cross-form mapping	no	no	OP	medium	The target is a concrete interface path across neural and symbolic implementations, while coverage, authority, and lineage remain separate obligations.
F111	3	C	yes — shared callable interfaces are said to support coverage but explicitly not establish it	no — the graded-coverage argument survives rejection of unified calling	no — no llm-do dispatch path is required by the coverage criterion	no — the source explicitly treats the interface as optional and insufficient	yes — supporting interface example with separate authority, lineage, and causal-connection obligations	OTHER	high	Unified calling is one cross-form mapping affordance, not an explanation or requirement for reflective coverage.
F112	4	A	yes — source uses the gradient to locate llm-do's neural-to-symbolic movement	no — the gradient does not explain why llm-do's shared calling convention works	no — it is not the interface that performs or preserves refactoring	no — llm-do can have a stable interface without adopting this taxonomy	yes — the relation is classification and conceptual placement	OTHER	high	The target supplies a scale on which the compared implementation moves; it neither causes nor implements that movement.
F112	4	B	no — the gradient is used to situate movement, not as an operative mechanism	no — it does not explain the stable interface or the systems' persistence differences	no — the source does not execute the gradient as a control path	no — the comparison works without the taxonomy being available	yes — placement and classification framework	OTHER	high	The target locates llm-do's neural-to-symbolic movement on a verification scale but does not produce that movement.
F112	4	C	yes — the target names the gradient inline and in the footer	no — revising the gradient taxonomy does not alter llm-do's stable calling interface	no — the gradient itself does not move or refactor a component	no — llm-do can operate without the taxonomy being available	yes — the relation is conceptual placement on a comparison axis	OTHER	high	The target situates llm-do's implementation movement but does not produce that movement.
F113	1	A	no — a minimum vocabulary is not used to produce the conjecture's recognition claim	no — rejecting the minimum-set optimization leaves the source's conjecture and naming argument intact	no — no interface, behavior, or control path is implicated	no — the target is not required before conjecture or naming works	formalizes the naming observation as an observer-specific vocabulary optimization	OTHER	high	The target is a downstream reframing of the source's naming insight, not its explanation, operating path, or enabling condition.
F113	1	B	no — the target does not perform the conjecture or recognition act	no — rejecting the vocabulary optimization leaves the source's general account of conjecture intact	no — no conjecture control path depends on the target	no — a conjecture does not require a minimum viable vocabulary	downstream application — it optimizes a vocabulary using the source's naming-cost principle	OTHER	high	The target is a downstream specialization of the source's naming insight, not an explanation, operating path, or prerequisite of conjecture itself.
F113	1	C	no — the vocabulary optimization is not used in producing the conjecture's dual act	no — rejecting minimum viable vocabulary leaves the conjecture and abstraction-depth argument intact	no — no conjecture interface or behavior depends on the target	no — conjecture does not require this later vocabulary formulation	application that reframes naming-cost amortization as observer-specific vocabulary selection	OTHER	high	The target develops a downstream optimization from one implication of the source rather than explaining or implementing the source claim.
F114	2	A	yes — unequal selection pressure motivates a stronger maintainability oracle	yes — rejecting the underselection conjecture reopens the entire oracle-design motivation	no — the target is not an oracle architecture used by the pilot	no — it is the motivating causal principle, not an enabling input	no	EX	high	The target explains why maintainability can drift despite a generator already capable of producing it.
F114	2	B	yes — the starting conjecture is that weakly discriminated qualities are underselected	yes — rejecting selection asymmetry removes the main rationale for a maintainability oracle	no — the target is not an oracle implementation	no	no	EX	high	The target supplies the selection mechanism that motivates the entire maintainability-oracle investigation.
F114	2	C	yes — the first paragraph names the target as the starting conjecture	yes — rejecting unequal selection pressure invalidates the motivation for a stronger maintainability oracle	no — the target is a selection principle, not a proposed oracle architecture	no — it explains the problem rather than supplying a prerequisite	no	EX	high	The target explains why maintainability loses selection pressure even when the generator can produce maintainable candidates.
F115	3	A	yes — "repetition with a stable interface, the same signal spec mining uses"	no — the ADR's need for a scripts tier does not rest on the target's causal thesis	yes — changing the repeated-pattern extraction rule changes the adopted script-promotion signal	no — scripts can accumulate without promotion and the target rule	no	OP	high	The ADR directly adopts spec mining's observe-stability-then-codify rule as the operational trigger for promoting a script.
F115	3	B	yes — the ADR adopts repetition with a stable interface as the same signal spec mining uses	no — the scripts-tier decision remains justified without spec mining's stochastic-behavior account	no — the target's extraction workflow is not run by the ADR's promotion process	no	analogous promotion heuristic borrowed from a different transition	OTHER	high	Moving an existing symbolic script into a packaged command reuses spec mining's stability signal but is not itself behavior-to-spec codification.
F115	3	C	yes — the decision adopts recurrence with a stable interface as the same signal spec mining uses	yes — rejecting repeated stable behavior as a codification signal would reopen the promotion rationale	no — the ADR is not coupled to a spec-mining tool interface	no — it explains the chosen signal rather than standing as a separate prerequisite	no	EX	medium	Spec mining explains why repeated unchanged core logic is evidence that an ad hoc script is ready for durable command promotion.
F116	4	A	yes — the symbolic scheduler precomputes known work outside bounded calls, matching the target's single-step pattern	no — frontloading does not explain the select-call model as a whole	no — changing substitution or inlining does not change the model's scheduler-call interface	no — a select-call loop can operate without frontloading any particular value	yes — the relation is special-case-to-generalization	OTHER	medium	Frontloading is a one-step instance subsumed by the iterative model, not a dependency or mechanism that produces the whole model.
F116	4	B	yes — known work is precomputed and inserted into a bounded call	no — the target's relevant role is the single-step operation generalized by the loop	yes — changing precomputation or handoff changes prompt assembly and scheduler state flow	no — it is the operative path rather than a separate condition	no	OP	high	Frontloading is the literal one-step scheduler action that removes already-solvable work before a bounded LLM call.
F116	4	C	yes — the footer explicitly identifies frontloading as the single-step case	no — the iterative scheduler model does not depend on frontloading's theoretical account	yes — precomputing known work outside a bounded call is a concrete select-and-call operation	no — frontloading is the operative special case rather than a prerequisite	no — a direct operational relation is present	OP	high	Frontloading is the one-step scheduling path that the orchestration loop generalizes.
F117	1	A	no — soft degradation describes the constraint rather than performing frontloading	yes — rejecting pre-limit degradation would reopen why frontloading is constitutive before token exhaustion	no — an existing frontloading implementation could remain unchanged	no — it explains the saving rather than supplying an antecedent resource	no	EX	high	The soft-bound account explains why removing volume, complexity, and interference improves a later call even below the hard token limit.
F117	1	B	no — the target explains the constraint frontloading relieves rather than precomputing anything	yes — rejecting soft degradation before the hard limit would reopen the source's constitutive context-saving argument	no — no frontloading interface follows from the degradation account	no — frontloading can still reduce repeated cost even if the soft-bound thesis is revised	no	EX	high	The target supplies the general causal reason that removing volume, complexity, and interference matters before token overflow.
F117	1	C	no — soft degradation is not an operation performed by frontloading	yes — rejecting degradation across volume, complexity, and interference would reopen why precomputation matters before the hard token limit	no — the target defines no frontloading interface or control path	no — it is the causal cost account, not a separate enabling condition	no	EX	high	The soft-bound account explains the context-capacity loss that frontloading avoids.
F118	2	A	yes — repetition is one implementation of automated recovery in soft-oracle domains	no — the need for a recovery layer is independently established	yes — changing the amplification and decorrelation procedure changes recovery behavior and cost	no — the target is the recovery path rather than a separate condition	no	OP	high	Error-correcting repetition is a concrete process for turning weak detection into more reliable correction.
F118	2	B	unclear — repetition is named only as one possible soft-oracle recovery implementation	no — the recovery taxonomy does not rely on the target's explanatory claim	yes — changing amplification behavior changes that proposed automated recovery path	no	no	OP	medium	Error correction is a concrete, though optional, process for turning weak detection into reliable corrective recovery.
F118	2	C	yes — the body invokes the amplification condition and the footer names repetition as a recovery implementation	no — the incompleteness argument survives without this particular recovery method	yes — changing repetition, voting, or decorrelation changes the soft-oracle recovery path	no — it is an implementation option	no	OP	high	Error correction is one concrete automated-recovery process that converts weak detection into more reliable correction.
F119	3	A	yes — "partial evaluation applied to instructions"	no — rejecting the context-saving explanation leaves the surveyed injection mechanisms factually present	yes — changing precomputation and insertion changes whether configuration injection realizes the cited mechanism	no — always-loaded context mechanisms do not require frontloading generally	no	OP	medium	The target supplies the precompute-and-insert operation that build-time configuration injection performs.
F119	3	B	yes — build-time template expansion and resolved configuration are called partial evaluation applied to instructions	yes — rejecting frontloading's context-saving account reopens the rationale for configuration injection before the call	no — the target is a general operation, not one harness's configuration interface	no	no	EX	high	Frontloading explains why pre-resolving installation values saves live execution context.
F119	3	C	yes — configuration injection is described as pre-computing static parts before the agent sees them	no — the catalogue of ambient surfaces survives rejection of the context-saving claim	yes — changing the precompute-and-insert path or validity behavior would require reviewing configuration injection's operational fit	no — the target is the path itself rather than an external condition	no	OP	high	Frontloading is the literal operational process used by build-time and session-start configuration injection.
F120	4	A	yes — source explicitly says discovery names a general pattern that lets particulars compose	yes — revising the particular-to-general recognition account would reopen why discovery improves composability	no — no target workflow or component is invoked	no — usable memory can also be produced through other ingress operations	no — the target supplies the explanatory account	EX	high	The target explains how a named general structure makes previously separate accumulated particulars mutually usable.
F120	4	B	yes — the source uses pattern naming to make accumulated particulars compose	yes — revising the general-and-instance account reopens how discovery turns fragments into reusable memory	no — no target procedure or component is invoked	no — it is an explanatory learning account rather than a gate	no	EX	high	The target explains how conjecturing a named general structure supplies a compositional relation among previously isolated particulars.
F120	4	C	yes — discovery is named in the body and its target is cited in the footer	yes — revising pattern recognition and naming reopens how accumulated particulars become composable	no — the target does not perform ingress on artifacts	no — usable ingress need not first load the target artifact	no — an explanatory relation is present	EX	high	The target explains how discovery creates a named general structure through which particulars can compose.
F121	1	A	yes — task-specific state is generated, used, and discarded across tasks	no — the select-versus-state reuse asymmetry can be stated independently of the broader theory	yes — changing discard or persistence policy introduces lifecycle, retrieval, and governance consequences	no — ephemerality is the lifecycle operation itself	no	OP	high	Ephemeral computation is the actual persistence policy that prevents run-state accumulation and avoids its maintenance burden.
F121	1	B	yes — generate, execute, and discard is the lifecycle applied to task-specific run state	no — the reuse-value argument can be made without the target's broader learning framing	yes — persisting instead of discarding run state changes governance and cross-task behavior	no — ephemerality is the chosen lifecycle, not an external condition	no	OP	high	The target gives the literal discard path that avoids accumulation costs on the low-reuse half of the scheduler.
F121	1	C	yes — task-specific artifacts and state are generated, used, and discarded rather than promoted	no — the source's cross-task reuse comparison can be stated independently, though this target explains one side's costs	yes — changing discard, persistence, or reuse behavior changes governance burden and accumulation	no — ephemerality is the lifecycle operation itself	no	OP	high	The target is the literal discard lifecycle applied to run-state and the burden selectively reversed for promoted strategies.
F122	2	A	yes — traversal is when staleness gets noticed today	no — the timestamp mechanism has its own dependency argument	no — changing traversal logging does not alter link-and-timestamp detection	no — traversal is not required once proactive detection exists	baseline contrast — the target describes today's incidental detection route	OTHER	high	The target supplies the practice the source aims to precede, not the proposed detection mechanism itself.
F122	2	B	yes — traversal is identified as when staleness is noticed today	no — the timestamp argument does not rely on the logging rationale	no — the proposed make-like detector does not operate through traversal logging	no	current-state alternative and contrast	OTHER	high	The target describes the incidental detection path that the source proposes to precede, not the mechanism of make-like detection.
F122	2	C	yes — the opening says staleness is currently noticed only during rereading or traversal	no — the new link-and-timestamp detector has an independent rationale	no — changing traversal logging does not alter the proposed pre-traversal detector	no — traversal is not required by the new mechanism	incumbent manual path contrasted and superseded	OTHER	high	The target describes today's traversal-time discovery path, which the source proposes to precede rather than use as its mechanism.
F123	3	A	yes — "Every layer of indirection costs context and interpretation overhead"	yes — rejecting that overhead would reopen one of the source's three soft-degradation mechanisms	no — the target is not a context-loading component	no — indirection explains one degradation route rather than being required for soft bounds	no	EX	high	The target explains how mental resolution and dependency depth consume context capacity even far below the hard token ceiling.
F123	3	B	yes — indirection is identified as interpretation overhead within the complexity dimension of the soft bound	yes — rejecting that overhead reopens one stated mechanism of low-token-count degradation	no — the target defines no concrete context-management interface	no	no	EX	high	The target explains how extra resolution dependencies cause silent complexity-driven degradation.
F123	3	C	yes — indirection is named as interpretation overhead within the complexity dimension	yes — rejecting per-read indirection cost would reopen that part of the soft-degradation account	no — no particular templating implementation is assumed	no — it is a causal contributor to the soft bound	no	EX	high	The target explains one way low-token prompts can still consume effective capacity through dependent interpretation work.
F124	4	A	yes — source's compaction strategy reshapes conversation state into a next-stage handoff	no — it uses the handoff rule directly rather than depending on its broader rationale	yes — changing what is stored versus loaded changes recovery context and scheduler behavior	no — compaction is one of three recovery strategies rather than a universal prerequisite	no — a concrete context-loading process is present	OP	high	Goal-directed handoff compression is the operational mechanism by which the bounded conversation sheds raw session history.
F124	4	B	yes — compaction and selective handoff are the recovery strategy used by the source	no — the target supplies the context-control path rather than the diagnosis of bounded scheduling	yes — changing persistence-to-loading selection changes what the next LLM call inherits	no — it is the handoff operation, not a prior condition	no	OP	high	The target literally reshapes stored execution history into a task-fitted next context, reducing conversation-mediated scheduler load.
F124	4	C	yes — compaction is linked to the target in the footer	no — the bounded-scheduler diagnosis survives revision of the handoff rationale	yes — boundary compression and selective loading literally reshape conversation state for the next call	no — compression is the recovery path rather than an external condition	no — a direct operational relation is present	OP	high	The target supplies the operational handoff policy that implements the source's compaction recovery.
F125	1	A	yes — the boundary-statability rule is applied during the abstraction rung	no — the authority ladder remains, but the abstraction operation would need a different gate	yes — changing the criterion changes which trace records become authoritative reusable rules	no — it is the operational abstraction rule	no	OP	high	Stating where a lesson stops is the concrete gate through which a verified instance is abstracted into a bounded rule.
F125	1	B	yes — the boundary-statability gate is applied during the abstraction rung	no — the authority ladder can retain distinct verification and abstraction stages under another abstraction test	yes — changing the gate changes which trace records become general rules	yes — a stated boundary must precede licensed abstraction, but the target also governs the operation itself	no	OP	high	The target is the operational rule and oracle used to turn a verified instance into a bounded transferable lesson.
F125	1	C	yes — the abstract step converts a verified case into a bounded transferable rule	no — the witness ladder still distinguishes maturation rungs if the abstraction criterion is revised	yes — changing the boundary test or abstraction behavior changes what authority the resulting rule earns	no — this is the maturation operation itself	no	OP	high	The target supplies the operational rule by which the ladder's abstract rung generalizes without silently dropping scope.
F126	2	A	yes — the target supplies the mechanism behind the bitter-lesson boundary	yes — rejecting earned-versus-unearned reach reopens what determines whether a codification bet survives scale	no — no target interface or operational path implements codify-and-relax	no — it is an explanatory principle rather than an enabling condition	no	EX	high	The target explains which property scale tests while leaving the source's lack-of-foresight claim intact.
F126	2	B	yes — a codification is a reach claim that scale later tests	yes — rejecting earned versus unearned reach reopens what determines the bitter-lesson outcome	no — no target process is operated	no	no	EX	high	The target supplies the causal account of the boundary that codification and relaxing are used to navigate.
F126	2	C	yes — the body treats every codification as a bet whose fate scale later reveals	yes — rejecting the earned-reach account changes what the bitter-lesson boundary is testing	no — the target supplies no codify-or-relax control interface	no — it is causal explanation	no	EX	high	Unearned reach explains which structures scaling replaces, while the source turns that explanation into a bidirectional decision strategy.
F127	3	A	yes — "observe real failures, specify evaluators, calibrate them, and only then automate"	no — the need for a maintainability oracle does not depend on this phase-order explanation	yes — changing the stage-gate sequence changes the proposed experimental ladder and authority rollout	no — other oracle-construction routes are conceivable	no	OP	high	The target provides the operational sequencing rule used to structure failure collection, calibration, shadow mode, and narrow authority.
F127	3	B	yes — the experimental ladder explicitly takes its sequencing principle from comprehension before specification and automation	yes — rejecting the phase-gate rationale reopens why the ladder is ordered this way	yes — changing the stage-gate rule requires reviewing the source's oracle-construction workflow and authority progression	no	no	OP	high	The target is an operational evaluation rule that directly structures the source's proposed calibration and automation process.
F127	3	C	yes — the experimental ladder explicitly derives its sequencing from comprehension before specification and automation	no — the maintainability-oracle design problem persists if that sequence is rejected	yes — changing the phase order would require revising the ladder, shadow-mode timing, and authority grants	no — it is an operational sequencing rule, not a separate resource	no	OP	high	The target supplies the operational phase gate instantiated by the proposed oracle-construction workflow.
F128	4	A	yes — source invokes oracle-bounded warrant to limit unattended criticism	yes — revising the oracle-domain account would reopen why judgment-heavy validation cannot safely run autonomously everywhere	no — the target is not the critic, gate, or validator itself	yes — unattended criticism requires an oracle whose warranted domain covers the candidate	no — the target supplies the causal governance account	EX	high	The target explains why criticism may be a valid route yet still require human authority outside the evaluator's warranted domain.
F128	4	B	yes — the oracle-domain account is used to bound unattended criticism-based validation	yes — revising the warrant boundary reopens why criticism reliability limits autonomous use	no — the target does not implement a validation route or gate	unclear — adequate oracle coverage is required for warranted use but not for theory-mediated learning itself	no	EX	medium	The target explains why a judgment-heavy criticism route can warrant autonomy only over candidates its oracle can discriminate.
F128	4	C	yes — the cost section and footer invoke the target	yes — revising the oracle-domain account reopens why criticism is bounded for unattended use	no — the target is not itself a validation component	yes — the available oracle must cover the candidate domain at the required confidence	no — an explanatory relation is present	EX	high	The target explains why judgment-heavy criticism warrants autonomy only within a sufficiently discriminated domain.
F129	1	A	yes — the source directly operates on the target model's state K and select logic	no — the persistence claim is built over these components rather than explained by a separate causal theory	yes — changing their interface or allocation changes which state and strategies can persist	no — they are operating components, not antecedent conditions	no	OP	high	The bounded-context model supplies the literal scheduler components whose opposite cross-task persistence economics the source assigns.
