id	tuple_digest	line_digest	current_label	source_collection	destination_collection	source	current_line	target	bucket	disposition	action	decision_basis	authorization_status
L224	587900b0ba4d8f42b3e655e6434aef9f552e73b6cd6eaf4c01dc1f8a58306f64	0e3c88ae3b821afd9df7db8c2d3da0d410b226f374455c6d6e732ae1d03077dd	grounds	notes	notes	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	54	notes/self-improvement-is-relative-to-a-declared-objective.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L225	547fb1db3c3e0a82f682e26d7154701bb2021db7f4e1bd45d9f0fa9de80b5298	619737898c5dfa17c2130891882766aea9e5d5147837fe5718e5de86384bd696	grounds	notes	notes	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	55	notes/accumulation-counts-dependence-through-the-retained-result.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L226	3cd9743836d394bce8961a41a25bbbdd426518d15a1904164c14abf15c1796e0	a4101f57750ccd11ed07bebbd3e92bb60eecc8ecd6132b745b0bfb2c205c6583	grounds	notes	notes	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	56	notes/reflection-buys-addressability.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L227	1aa5dbb3b328661a101fe3cf1cce1790a4f16cdbd7f187dc891fcf2e31381aa2	8701de07a3c1146c68927c5ec9281155f2be8eab694d5db9f5a896d4ece75bea	grounds	notes	notes	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	57	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L228	31cd762be1b339083ec9668d0af22e4c63294662ccd9891f71a0764fa4e267d9	d6697997790f1ff49ce6f383f34ac77ab5b9a55c050421935f79cdbf5d9d3a15	grounds	notes	notes	notes/reasoning-production-is-not-reasoning-evaluation.md	43	notes/the-augmentation-automation-boundary-is-discrimination-not-accuracy.md	active-mutable	explained-by	relabel	mechanism-core:F106	candidate-new
L229	704f8d4a19f9bd92157771c68989fb1b29ff7b1ebad9a40c5749c0578ad8b71a	849dc97471abf311f6bbba1652f4b707465850b86f393897804c3b28d70ae3f1	grounds	notes	notes	notes/reasoning-production-is-not-reasoning-evaluation.md	44	notes/process-structure-and-output-structure-are-independent-levers.md	active-mutable	extends	relabel	mechanism-boundary:F088	authorized
L230	5cafdf21da08fc26a5a3349b6ba97fef4772e40b5a7132aed628f0a2a8be7344	66bf943496df19261dffa36fba5001a3062a743a7c4b715a3598dab7a75e727d	mechanism	notes	notes	notes/reflection-buys-addressability.md	68	notes/localized-retention-pays-where-change-is-sparse-in-a-matching.md	active-mutable	explained-by	relabel	mechanism-boundary:F032	candidate-new
L231	fa93b71c2906976da9f7a5c3e78b9e2e37d6b95829eab36a315e8b72af35781e	5008e4282f1a81b1bbb5c419ed6cbc7b6a9df9b99310e8d789931a73d799d3ff	grounds	notes	notes	notes/reflection-buys-addressability.md	69	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L232	b83c4e752aa7c767ae0772fd661c324af11bdc3ce09de4993cb9c1d980ccde4e	c1839f051da7bbf92dbce005f9280bc1ad8c37b9ebb224337c19fe582e128975	grounds	notes	notes	notes/reflection-makes-retained-lessons-second-order.md	49	notes/reflection-buys-addressability.md	active-mutable	explained-by	relabel	mechanism-core:F059	candidate-new
L233	e2f9eb097c559aa1fe398d2f67ad9aca665fe29ade58ac39e153949e56e24953	94b10159f037c543d8bc8b8b38e9ad56b3562f8a66ed924deca73ba521030272	mechanism	notes	notes	notes/reflection-makes-retained-lessons-second-order.md	53	notes/retrieval-failure-is-reflection-failure.md	active-mutable	operates-through	relabel	mechanism-core:F070	candidate-new
L234	195f02730ffa4ba69e03d454d6df7dc9d8b01d6d8720c4f0f591ec82501d036a	f4cd0aba12fbb9c96dfc6ab71805bb360484933813335c5465caa012cc708311	grounds	notes	notes	notes/reflective-coverage-is-graded-across-representational-forms.md	91	notes/definitions/reflective-system.md	active-mutable	extends	relabel	grounds-boundary	authorized
L235	a41c8f8320cf87712675b926194cd11cce9edd7ccb29b40f6d59cb755d5c5a13	34eb1416306ea321e8da352c756cc1763505e5dbde6018bedf9c207575a4bee9	grounds	notes	notes	notes/reflective-coverage-is-graded-across-representational-forms.md	92	notes/an-action-model-matters-only-through-its-consumption-path.md	active-mutable	evidenced-by	relabel	grounds-boundary	authorized
L236	3d2ad150878320be1ee685b382f783ef626dd1ccd061ff6b9f8ef3fa08b40ac5	a9190bb0df3d181e592bcc8fabf9a76fe4a7987f4159bae0f3687bf20da8cc36	mechanism	notes	notes	notes/reflective-coverage-is-graded-across-representational-forms.md	100	notes/unified-calling-conventions-enable-bidirectional-refactoring.md	active-mutable	evidenced-by	relabel	mechanism-boundary:F111	authorized
L237	ec38de888f642890af8338dec4b36d9f607bdd9cc0f8564f43bff38974c4b177	05990f46a427fa9fd3398c2a334a1a98c69b6ce17bfd96f35be7cf338b941091	grounds	notes	notes	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	45	notes/only-explicit-retention-is-durable-writable-and-addressable.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L238	b42d5352c661026c4d60aa8ba6a163002352dfe4134c4bd8837bf71ef374cf4c	9bebbeb088aba5a3f5886dfe77e4b13cee03263fa4b9f429138b1641d8dedbfc	grounds	notes	notes	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	46	notes/artifacts-produced-from-sources-need-lineage-recorded-at-the-source.md	active-mutable	premised-on	relabel	grounds-boundary	candidate-new
L239	ea3699757770a56fc6f2f1b372aeb7b4ef3193f67883ce6541251f662702243e	533d9cbcce681f117efab44bdb1cb4ae05cd0d057d932ba174368461cc682f22	grounds	notes	notes	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	48	notes/session-history-should-not-be-the-default-next-context.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L240	dbcbe8943327cc454cf991142592b8a18dc59cf887ad11a4703be8a76b2b64d2	add897c6e59f2ab2d8c5181f768c332b7f6f6c9a73081770b07aa9fb6f1f7388	grounds	notes	notes	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	50	notes/frontloading-spares-execution-context.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L241	b13969e163db66d01d459208be6d25ce2ef267101e90f563afbbdb5d2fb65a63	e1eeb79a24a510397b8159163337869f7b7adfd825a884576dc8c0d603df9175	grounds	notes	notes	notes/retaining-the-episode-keeps-a-distilled-rule-re-derivable.md	51	notes/reflective-coverage-is-graded-across-representational-forms.md	active-mutable	extends	relabel	grounds-boundary	authorized
L242	7e485d2f7eac9db427497a8fd251e3941026e642e25432038e75fc8842c99f5f	6c8f515a7e819d732cc5283b2fb4d9a02ca56438f169bda916f5a7ee7f87ad0d	grounds	notes	notes	notes/retrieval-failure-is-reflection-failure.md	39	notes/definitions/reflective-system.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L243	67a0fa9e9fd0143a3071beda89897e771aabeaff49626a04e2da78b9a4bed27c	777c9c62378d17e54ea317cba04c6e3817ca4101f5db8e699d10a776808d995a	mechanism	notes	notes	notes/retrieval-failure-is-reflection-failure.md	40	notes/stale-indexes-are-worse-than-no-indexes.md	active-mutable	explained-by	relabel	mechanism-boundary:F040	candidate-new
L244	6360f98539a085170ebadcb636ba560b93672dd81e1ffa88c475c9f26de3cce9	83f263efda59cdd11aee030bf9c1f6cc513fca83f2198c0113b2d160513a950c	grounds	notes	notes	notes/reverse-compression-is-when-llm-output-expands-without-adding.md	43	notes/information-value-is-observer-relative.md	active-mutable	explained-by	relabel	mechanism-core:F039	candidate-new
L245	637407fee9c1c1a9d8c4a336498afc8950a5f4326dbf70302c1512c17a798533	86f84c67b47aed3603cb5d94ce45f7aaa3bc9d9747d155fd4125ccc33153559e	grounds	notes	notes	notes/revising-an-improvement-objective-is-licensed-from-outside-it.md	58	notes/self-improvement-is-relative-to-a-declared-objective.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L246	8c365d9414e3f926c39d87ad8d07940d107b96295dd0a4304afead4aea7c97a9	c10e00c27a725921bd79b855b4b7b5026de07d07c78385b685629740c278ffbd	grounds	notes	notes	notes/revising-an-improvement-objective-is-licensed-from-outside-it.md	60	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L247	8f2156db36abb08d5c18622dc45f97ff7110a42750827fa69227209e58dea4fc	703b9b6a2767167ed877e7df8801600fd2928c6e12bd067ab22156744d6461dd	grounds	notes	notes	notes/revising-an-improvement-objective-is-licensed-from-outside-it.md	63	notes/first-principles-reasoning-selects-for-explanatory-reach-over.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L248	0b6532ed0f74be31a8197dd756ffcc14f06bdab2d9de9f74fbd61286a7f8379c	10d6bef2653c6a7375076fd704e1e2b0924275851796581a36645ffd8c7e2694	grounds	notes	notes	notes/revising-an-improvement-objective-is-licensed-from-outside-it.md	64	notes/goedel-machines-are-a-proof-governed-case-of-self-modification.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L249	fb2283477d0851e7ba38819e011a31900757f6bee1672c8db3cbf604a7c56de8	5ab3080db0182e74b0f64d6cef9324e1da64c79e8c0f98d6a5dab59582b7418a	grounds	notes	notes	notes/rlm-tendril-and-llm-do-place-symbolic-work-at-different-persistence.md	48	notes/rlm-has-the-model-write-ephemeral-orchestrators-over-sub-agents.md	active-mutable	evidenced-by	relabel	grounds-boundary	authorized
L250	e28a1bb4a7d0ce44e5bff301f9fb99353e24efa668399a50cf4243dfa4bbdae0	8a62fc9c9c27aedd6b63b20db49d34afb1d4bbb4e35424154e892d037bb62808	grounds	notes	notes	notes/rlm-tendril-and-llm-do-place-symbolic-work-at-different-persistence.md	50	notes/unified-calling-conventions-enable-bidirectional-refactoring.md	active-mutable	evidenced-by	relabel	grounds-boundary	authorized
L251	19b937792b87d7fc94fb7e3f862422e1eab0625ba88ed80cac9c170e8df8c959	7822704614b3c75fda7ed28ecd003a4bfe2756264050d5f9dcd87b0385a6f937	mechanism	notes	notes	notes/rlm-tendril-and-llm-do-place-symbolic-work-at-different-persistence.md	52	notes/ephemeral-computation-prevents-accumulation.md	active-mutable	explained-by	relabel	mechanism-boundary:F104	candidate-new
L252	340728a789d77c145c4f59d8c60be7b0d63059223a47870958236465bd42ad24	51809df0b19255f835507919d8a1d63b641f674205ed3f78d5412bb81cb28400	mechanism	notes	notes	notes/rlm-tendril-and-llm-do-place-symbolic-work-at-different-persistence.md	53	notes/deploy-time-learning-is-the-missing-middle.md	active-mutable	exemplifies	relabel	mechanism-boundary:F027	authorized
L253	40cd14034b53854f87e163c9722a1209f5974b3cb8d577ecd597c99a595b280b	ec8aff2d9f1f4b7b147e4d0b00d9f6ddff5253165e2c58bc65bf37f87edd03d6	mechanism	notes	notes	notes/rlm-tendril-and-llm-do-place-symbolic-work-at-different-persistence.md	54	notes/verifiability-gradient.md	active-mutable	exemplifies	relabel	mechanism-boundary:F112	authorized
L254	31aae495fa16accda6cc33e80c02189cfd0cb172896f0786f75064aac4cc8165	5f19515d6ca377bea7b4c01e3d3d7a09c9afb8d46aa0adb6b7b7252fa174ceae	grounds	notes	notes	notes/runtime-structure-determines-governance-control-surfaces.md	53	notes/agent-runtimes-decompose-into-scheduler-context-engine-and-execution.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L255	64658d817925149345092a4176cd925d0c39c7ed88aade1fcf807ff34afc8a35	7e174ad2f1b566659c0c524f80c3d45eb84a559a21cc9bed200dcded2e459265	grounds	notes	notes	notes/runtime-structure-determines-governance-control-surfaces.md	56	notes/inspectable-artifact-not-supervision-defeats-the-blackbox-problem.md	active-mutable	explained-by	relabel	mechanism-core:F007	candidate-new
L256	512a87438fcd1d9e29bb7d71bb312dafa2911c4f6d056aabce312c602326c73b	427796681b41c82b51e35dda7700b98ec83872f9a0b701eba86d0710ffd7430c	grounds	notes	notes	notes/scaling-absorbs-scaffolding-at-fixed-difficulty-not-at-the-frontier.md	50	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	active-mutable	extends	relabel	grounds-drift:G018	authorized
L257	2b26806bf705a677de911994e4333d729a643e1f378ba95aac05a390465249c2	91d8f6a83c15d5c7fc3b8c9418642d86acf676da6766cda5d4f63a986407ec07	grounds	notes	notes	notes/scenario-decomposition-drives-architecture.md	86	notes/skills-derive-from-methodology.md	active-mutable	explained-by	relabel	mechanism-core:F012	candidate-new
L258	0e1fccf9c73b0fbed37fbeebeebf6883b4ba3a70cc25c456409fd56c2e800745	2c1773b0bfd4709bafd78165493f3084e77c3bcc812dc34a58b458243f51ae24	grounds	notes	notes	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	82	notes/exact-implementation-does-not-validate-a-requirement.md	active-mutable	premised-on	relabel	grounds-drift:G016	candidate-new
L259	1a90822672a1d08c89eab4f8d023570718a64715b1fb3176cca5962c06291b57	36abaea363eeeb9ab90135912600893eb1aa3804dc0905b2fe3060c64db988a6	grounds	notes	notes	notes/selective-revision-needs-a-faithful-rationale-not-just-a-legible-one.md	45	notes/theory-mediated-learning-may-improve-sample-efficiency-under-shifts.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L260	95d40ab4b5449ee8213eedc4666955ae3cc022a4db9ff2c77829cafaf1e32d80	3e0531a6885d671143e184e123121fe1493d5b25c220c0bf83addc76c19f33aa	mechanism	notes	notes	notes/selective-revision-needs-a-faithful-rationale-not-just-a-legible-one.md	46	notes/reflection-makes-retained-lessons-second-order.md	active-mutable	operates-through	relabel	mechanism-core:F061	candidate-new
L261	d507189766e94bea0eb2aa49e759241592fdbcd368163541a9995f8d0c885243	b137e797520e3519d825c13f2c4c8ee8d56a1a25d6e947472dee21f7b62d5ba5	grounds	notes	notes	notes/selective-revision-needs-a-faithful-rationale-not-just-a-legible-one.md	47	notes/abstract-an-experience-only-when-you-can-state-the-boundary.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L262	a4e9f295a3a49c517df18d3d25eac9a155f0be04d2f396819c29b4b86e90cd0f	57ec05e93c019461a096d32160f52c0e54efeebff7e3b6ca1401bc7f7184576b	grounds	notes	notes	notes/selective-revision-needs-a-faithful-rationale-not-just-a-legible-one.md	48	notes/definitions/reach-assessment.md	active-mutable	defined-in	relabel	grounds-boundary	authorized
L263	083218fd02dca6917c622ff746d5a25b5967be08accb90ae8faa0b581a2d400b	1dc32f0731784b3a2d8b7bac3070d2473741ac16899216b0344160b1842370a6	grounds	notes	notes	notes/selective-revision-needs-a-faithful-rationale-not-just-a-legible-one.md	49	notes/reasoning-production-is-not-reasoning-evaluation.md	active-mutable	explained-by	relabel	mechanism-core:F090	candidate-new
L264	977b23906c14737d3ed126bf8f4f15b36a2e326c9c9e6f90f1401024dd3836e9	92dcb123e86fc3ab42570ebefe23ebf987537338e11aa4049c2fc42e5867fe4c	grounds	notes	notes	notes/selective-revision-needs-a-faithful-rationale-not-just-a-legible-one.md	50	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L265	4076adf8303817da9806f73bfcd3319b55a7846166b628ba63045dd667692135	8f3f234afdd3b8e4d657156a7a9d0f7ac4d9ba1d22864bc15f31b08bdd59dd90	mechanism	notes	notes	notes/selective-revision-needs-a-faithful-rationale-not-just-a-legible-one.md	51	notes/false-positive-generation-is-filtered-before-retention.md	active-mutable	exemplifies	relabel	mechanism-boundary:F006	authorized
L266	09ddf25629ad983c4a1a160878d26adce2d58a4f5d8912675ea5d1f4e69f0a6b	43da915bb0faecb1b344436e08f50f3099bf2ed3b442021b0c1d5fd13c7e4d4f	grounds	notes	notes	notes/self-improvement-is-relative-to-a-declared-objective.md	60	notes/the-self-improving-system-definition-classifies-its-boundary-cases.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L267	237628b993937b086d47971fef406e041c5a1cd975f13d14f97993bff59e7cbd	ec10fae960769fe131e95ff55ec1ec9a2d2b7d92eec34419e73266c1da0d518f	grounds	notes	notes	notes/self-improvement-is-relative-to-a-declared-objective.md	61	notes/methodological-and-computational-closure-track-different-changes.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L268	e31f8eb80ffff0cbdbc354c6aa89fa22ff5c40cc0dc9496292b36fd5814dc147	9c4b1d7501a2583e598a8d4f64e0e37c11838ca0a0277aaf83301179495f194d	grounds	notes	notes	notes/self-improvement-is-relative-to-a-declared-objective.md	62	notes/real-self-improving-systems-occupy-combinations-no-rung-captures.md	active-mutable	evidenced-by	relabel	grounds-boundary	authorized
L269	c03a4b205318efb7fffa687e2c63ed37dea4e00bc09246ddd53cac48ceeabb4c	0da94e5bc1a93d6b3f168354a35c3c05c05ec06d071ae57d7813862bcf13bcf3	grounds	notes	notes	notes/self-improvement-is-relative-to-a-declared-objective.md	63	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L270	c06922eb824e49b3ecd86f227e3ccf0ce2485c38ab5967e9ab00cd0fd9e15452	d579c9ce8ad7d165ea3984233243eecffd77664498d547b82576a4b6cce03cc7	grounds	notes	notes	notes/semantic-review-catches-content-errors-that-structural-validation.md	49	notes/text-testing-framework.md	active-mutable	extends	relabel	mechanism-boundary:F042	authorized
L271	ef1fc0829240d2cdca45b360364af53f1a115e98507f5fcdee2bf8d9d04d5063	6b5af4b9589d0bde6ca9c0e41ce2a81152e68cd50af755827309688ac528891d	grounds	notes	notes	notes/semantic-review-catches-content-errors-that-structural-validation.md	50	notes/error-correction-works-above-chance-oracles-with-decorrelated-checks.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L272	c8954851130cc2e63efeace86db1cd236115b340beab7510f39a953b9680b192	320407b1f2fd446708a7f45f3d60d59eafd5c9d8720390a187eaf4787edfa64d	grounds	notes	notes	notes/session-history-should-not-be-the-default-next-context.md	78	notes/the-chat-history-model-trades-context-efficiency-for-implementation.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L273	83e831831d5920e35977be757b7404abeb5c817293084715c94e80340d97fb5a	4a2c24bd3dcd6e8b14356bf42998d85cd730b19da8460bb69704bd9fbee62906	mechanism	notes	notes	notes/session-history-should-not-be-the-default-next-context.md	82	notes/theory-and-methodology-form-a-two-layer-execution-system.md	active-mutable	explained-by	relabel	mechanism-core:F029	candidate-new
L274	acb13cd739627b8b9c05aca91ef364a837b72272338b9e6d54e113d4b5ba4b35	cebf49b7824f930bc3b584e813ca1445791bbc2568c276f3b097adaac8dd86e1	grounds	notes	notes	notes/short-composable-notes-maximize-combinatorial-discovery.md	52	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L275	94d7dcd2c9ac3cd33cf757ba3df023b505c5b4443e2f0378cb9c712e0c4cc070	4f068fcfc562a95a35839adb7d0fe70032943778eb84f6f0d260a50a0fec8d0c	grounds	notes	notes	notes/short-composable-notes-maximize-combinatorial-discovery.md	53	notes/conjecture-is-seeing-the-particular-as-an-instance-of-the-general.md	active-mutable	premised-on	relabel	grounds-boundary	candidate-new
L276	94a651eba94676d6a76899ac35b137550dafbfc24284ad3b501c20ccbe865ca9	cca69b508b510cb03ea2bd0cb92e605011fca259db7e48059f6d0a37a3af6158	grounds	notes	notes	notes/skills-are-instructions-plus-routing-and-execution-policy.md	94	notes/instruction-specificity-should-match-loading-frequency.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L277	7742da1727103d4afde854905ebefc109f2db730dd7f50631f1fd25b4a501a0d	31bfb1a94ad83ed1f70082b723ff277078f2eea3f89b7a4925a7c3c549e8d28e	grounds	notes	notes	notes/skills-derive-from-methodology.md	75	notes/theory-and-methodology-form-a-two-layer-execution-system.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L278	3f1667de93d1a810dfe2aaf5c940cc77325f8b7b4d71795e058188483c2a2c71	dfe6915f30f0463bc50748cf9a6c3d449db60c36ddce67beb6f6d0339aebe678	grounds	notes	notes	notes/soft-bound-traditions-as-sources-for-context-engineering-strategies.md	106	notes/information-value-is-observer-relative.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L279	1c34c8a56bbbfa5b4aa2ddcb70d0b42a210243f299446231669a232c93221da0	122ee12431cbf0b489133651f0d22aed34b7a8fc9dbfa29d64594b97677d1021	mechanism	notes	notes	notes/spec-mining-as-codification.md	59	notes/oracle-strength-spectrum.md	active-mutable	explained-by	relabel	mechanism-core:F101	candidate-new
L280	869c324a95837a080d09b579975be89d7ecf0c2866144603af0c2ad94c18b5a5	fa127fcaf39b5bf811db0acb7bab8c7724acc9a37def656a24f48042ddf27434	grounds	notes	notes	notes/specification-level-separation-recovers-scoping-before-it-recovers.md	33	notes/llm-context-is-composed-without-scoping.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L281	66258bc12629227e9a0e27b1a245487c190562e4a5edff7b442bb87b134a8664	cad9ba5bf938332979ef63da521395a9415c081e81f05a7562a934112cb84c05	grounds	notes	notes	notes/specification-level-separation-recovers-scoping-before-it-recovers.md	36	notes/oracle-strength-spectrum.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L282	8a39a6cd85ba02f022d256372750c40cef8a9a9c5a55e0c9b9932063178a3188	d03562093f7eff899ae9bb951f7ec00e4380c465de3e01a0bf4ad94640f48297	grounds	notes	notes	notes/specification-strategy-should-follow-where-understanding-lives.md	75	notes/changing-requirements-conflate-genuine-change-with-disambiguation.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L283	828cfcbac645ea6a22283f624cfe13a4790c1327df1153233b9e7a4a5289b49d	650832dbe6971485c58ce44b15067cfd7c39b3b7e4a26d08a52ccb22b767a8ff	grounds	notes	notes	notes/stale-self-description-conceals-its-own-staleness.md	65	notes/stale-indexes-are-worse-than-no-indexes.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L284	7f94366e4f702029fa04527ddded00ee9e96e25ded6b11eee5c98ee250c4f7cc	5fe4753b9348bc29a3282bd00ffef8a433462f51395f8f9a17635714f8509a11	grounds	notes	notes	notes/stale-self-description-conceals-its-own-staleness.md	66	notes/artifacts-produced-from-sources-need-lineage-recorded-at-the-source.md	active-mutable	extends	relabel	grounds-boundary	authorized
L285	da623a7054cf7d221f44c4670c7d75a1d74e0af6833474f543ae7b0592b3eb43	91bee81522b8895af0ea4a24f71f6623fd3046224c4153f844a206e935763878	grounds	notes	notes	notes/stale-self-description-conceals-its-own-staleness.md	68	notes/definitions/reflective-system.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L286	767887fc2d7242a03df2141333827c746f91617c7bcdf9809d32afa2d5ad091e	99539c6fc92947d845a082456dbdd74ebc9d801f7524c52642857de8fadecd03	mechanism	notes	notes	notes/stale-self-description-conceals-its-own-staleness.md	70	notes/reflection-buys-addressability.md	active-mutable	explained-by	relabel	mechanism-core:F001	candidate-new
L287	9ce12d24a7de2a094f05a5dc7fa2f5a1a7619024c6d800bd4937ae77549854a0	d472b6f0508ecd819ab4eb65c76da85a6c6bcb3940a40402ad6761df34a90601	mechanism	notes	notes	notes/stale-self-description-conceals-its-own-staleness.md	71	notes/link-graph-plus-timestamps-enables-make-like-staleness-detection.md	active-mutable	operates-through	relabel	mechanism-core:F055	candidate-new
L288	a35eddf4760d77d3b760eb28e304292b64e34f111cc0e86c4092c63052761e76	d8ab72f4e4254fe39fede81a436de8bbd8942e417fd64b244f4908af6aed73da	mechanism	notes	notes	notes/structure-inference-needs-capture-at-the-decision-surface.md	37	notes/spec-mining-as-codification.md	active-mutable	operates-through	relabel	mechanism-core:F037	candidate-new
L289	0c06832a638afafc6b98bf5c44bfeb90a70f100f1dab1379193dd3ff5d3952cf	5430762f4976b2ca9b0b4619a0bd6cc61ada43dfd3d747f2a8b7019cde19673f	grounds	notes	notes	notes/structure-inference-needs-capture-at-the-decision-surface.md	38	notes/raw-accumulation-does-not-create-usable-memory.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L290	f138db765befd08e805247442dc81af34e9753edaefb6036c52aff338105fe5e	a47e730d7e886231538fc6e58510eaa93fa815be93ae46664d028f1277a0c43e	grounds	notes	notes	notes/symbolic-context-engineering-is-bounded-by-symbol-availability.md	38	notes/knowledge-storage-does-not-imply-contextual-activation.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L291	de89b0f7d6cf5566f7015893c766e66c1d2f21ddbfccee28edf2b50219fae928	2e5713605aef17f3840464c980231c47b323174b8578ac433d49428b8f60304d	grounds	notes	notes	notes/synthesis-is-not-error-correction.md	66	notes/oracle-strength-spectrum.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L292	8f8cdeb6ac5aaf57bafb136d3e65b49fca4ec3b82a1a3c9b4fbcf1c47d5481f5	1dee02d9eac0dbb7aa8d9b5d5eeefd9efa64170220c23887783571b2135489a6	mechanism	notes	notes	notes/system-definition-artifacts-are-crystallized-reasoning-under-context.md	60	notes/llm-context-is-a-homoiconic-medium.md	active-mutable	explained-by	relabel	mechanism-core:F049	candidate-new
L293	95ad868c9cb26cc600d72488dffbd52f49cb3214384fcbffdf137c2db367ed47	942a4868fdd30ad2ce560d410bad36e7ae8b37dfc2f02bfd776095c9f40f34c3	grounds	notes	notes	notes/task-fitted-structure-costs-cross-task-reuse.md	67	notes/first-principles-are-inherited-constraints-not-design-choices.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L294	9d37bd61f5385f6dbffe520307068fbd58cc36d2c1849df5551586a4e2a62626	44d94fc7e65f61555d0f3fdea76d06b65e3b84e9499e42900925ab74738a2aad	grounds	notes	notes	notes/task-fitted-structure-costs-cross-task-reuse.md	70	notes/constraining-and-extraction-both-trade-generality-for-reliability.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L295	02d56185b8124a0c18cf4032816c5c9d65fdaeb10925623aeb14dcd7200d16e0	30c9c8a0f428353013168d51b2c6d390b00b8247949c3d482ae5e58bf5734a14	mechanism	notes	notes	notes/task-fitted-structure-costs-cross-task-reuse.md	71	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	active-mutable	extends	relabel	mechanism-boundary:F062	authorized
L296	f47656aa7bfc24bb195d417538d6abf027484f04f997df4a2744484d8061b432	65f80a8b374816b760ed152ca6255593e4d5d9df9c37b2921b0bbd3a273a68e1	grounds	notes	notes	notes/technical-constraints-make-kb-objective-choice-engineering.md	73	notes/kb-goals-in-always-loaded-context-guide-inclusion-decisions.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L297	3e4d3193ae5030ea99a54a806fb13d96783f2f160304d761e5a10db12a2bfcea	bb3f61a465cd2812a6412181b6bbf0e1466b0e66da81e8b55ce9ba5eab29f012	grounds	notes	notes	notes/technical-constraints-make-kb-objective-choice-engineering.md	75	notes/a-knowledge-base-holds-theories-descriptions-and-prescriptions-with.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L298	e01063a2551958a19b5274d473caebe175b6c1a509e817cd8cb10d1f71cf485d	cdc36a95a638319ad90288ae3b580ab655b8ae7ff89be4b6f17a6503d71be871	grounds	notes	notes	notes/technical-constraints-make-kb-objective-choice-engineering.md	76	notes/first-principles-are-inherited-constraints-not-design-choices.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
